User ID,Age,Income,Expenses,Savings,Family Members,Marital Status,Secondary Income,Loan EMI,Rent,Monthly Investments,Credit Score,Risk Tolerance,Health Expenses,Education Expenses,Retirement Savings,Lifestyle Score,Debt-to-Income Ratio,Monthly Subscriptions,Financial Literacy Score,Gender
679,42,141635,76151,34433,3,Married,86949,41796,25527,1052,359,Medium,18041,38509,180697,69,0.21,7368,52,Female
680,34,194326,83598,30933,4,Married,70223,7721,17947,15400,482,Low,2212,43190,503793,68,0.31,9207,11,Female
681,56,240935,38214,181092,1,Married,21123,18541,31011,61980,718,Medium,7435,27907,906440,90,0.26,4932,79,Female
682,40,73634,48745,165308,2,Single,33095,26152,49209,85483,526,Low,16284,32791,605986,51,0.11,7326,37,Male
683,33,198734,148056,194807,2,Married,92971,49457,24232,25699,690,High,1757,23645,798743,32,0.26,1461,77,Male
684,21,254856,100810,145842,3,Married,87158,7123,37473,34111,443,Medium,7902,41215,162784,50,0.25,3385,90,Female
685,30,238599,10944,74285,4,Married,75821,5812,35985,82489,326,Low,6536,44527,303572,82,0.35,2145,17,Male
686,58,257919,103993,115121,5,Married,60185,36112,21545,94930,807,Low,15271,33831,345524,36,0.45,5947,83,Female
687,57,87443,19114,127747,1,Married,90463,20840,17104,61065,426,Medium,6572,42446,217301,90,0.37,6357,34,Female
688,53,61505,49846,171343,2,Single,53884,1208,18347,81798,755,Low,12867,18867,521510,55,0.24,6183,80,Male
689,57,122478,42596,116682,1,Married,5291,18242,7634,69452,580,High,6125,24100,523179,26,0.28,444,83,Male
690,53,82699,114087,28439,1,Single,41193,19087,10101,74728,694,High,16492,21493,989565,11,0.45,1743,69,Female
691,37,174721,16907,100826,1,Single,3122,1971,27150,35691,618,Medium,6093,14027,847276,24,0.36,33,89,Female
692,49,156668,35009,147173,4,Single,4876,29795,30970,47197,740,High,15848,29576,214431,84,0.26,61,70,Female
693,34,298518,94846,97776,4,Single,84648,33881,22893,52404,640,Medium,1082,1234,295940,66,0.34,9294,75,Male
694,46,138686,60241,124070,4,Single,74660,983,23703,60736,418,Medium,8966,27430,582475,50,0.36,5292,16,Female
695,53,285919,28996,180989,3,Single,57147,29941,32826,23942,667,Low,18784,40394,779111,82,0.29,6750,20,Female
696,57,103981,147119,97345,4,Married,1823,11502,27489,68928,684,Low,18042,42954,276869,23,0.45,3588,69,Female
697,52,134010,38767,117923,3,Single,52652,28577,46439,19001,809,Low,14599,10525,904017,17,0.43,352,46,Male
698,43,51105,26347,88459,2,Married,58204,43731,41767,28696,457,Low,12064,32019,414726,85,0.31,1081,36,Female
699,34,279021,112063,177268,2,Single,50382,10354,47796,22319,385,Medium,18721,2291,722,16,0.48,2170,88,Female
700,49,167032,34102,159641,2,Single,10387,2127,21376,37123,660,Low,15489,25337,966121,76,0.48,1628,53,Male
701,36,146519,14263,124598,2,Single,99780,20023,24733,51165,384,Low,15895,20622,445768,35,0.49,4098,14,Female
702,24,162429,118585,177959,2,Married,51175,28850,16406,18311,658,High,12416,24895,226579,12,0.19,9006,10,Female
703,48,297948,77438,156965,4,Single,18980,23860,33167,27120,432,Medium,9885,46454,183535,55,0.14,3960,8,Male
704,23,147732,106359,92971,5,Single,24224,33328,35659,22642,686,High,5327,36760,412474,13,0.35,252,67,Female
705,29,165698,140251,191376,4,Married,7121,6652,41979,70083,546,High,12719,20912,387027,66,0.39,3619,2,Male
706,36,179204,37690,128299,5,Single,67966,30979,49374,29371,440,High,15238,12409,566985,55,0.22,4405,12,Male
707,29,290095,12994,168471,4,Single,73490,42769,49404,85639,746,Low,11871,40170,677993,23,0.32,531,95,Female
708,36,125072,113533,30236,2,Single,11881,20771,12951,77401,375,Medium,1863,35547,716839,12,0.36,9858,5,Female
709,39,160202,77546,119679,1,Married,82453,41250,24157,65244,397,High,18633,31869,174656,22,0.29,196,0,Female
710,43,109360,148449,185603,5,Single,83176,45597,39006,75279,602,High,14935,15109,268834,17,0.32,5506,4,Female
711,24,82287,88572,85570,1,Single,50809,34677,32524,34450,765,Medium,10410,13037,925655,65,0.13,9127,65,Male
712,53,258009,36467,101621,2,Married,77621,47867,5740,82304,354,Low,8361,1996,367147,11,0.5,3322,85,Female
713,25,202774,141120,14442,5,Married,91795,39998,33459,86628,604,High,16378,42256,369926,55,0.25,8654,95,Male
714,21,188065,57606,61437,1,Single,23097,12881,17324,75994,833,Medium,5806,11437,768661,40,0.18,9594,40,Female
715,32,182947,108112,196414,4,Single,2978,17331,36099,23407,334,Low,6383,26861,843030,90,0.29,1733,49,Female
716,30,266356,83414,83179,2,Single,4332,10719,48803,70188,839,Low,14826,14797,516672,44,0.23,8214,6,Female
717,42,157126,103145,171141,4,Single,85573,34116,14727,4445,788,Low,10686,49261,22871,71,0.26,2747,20,Male
718,35,250881,58115,174632,4,Married,15089,8572,5368,82309,439,Low,15574,411,156435,55,0.33,3238,80,Female
719,50,127357,99606,194142,2,Married,56804,9896,48231,31096,399,Low,3336,16454,353823,33,0.21,9775,52,Female
720,30,227440,50647,178499,5,Married,64752,33077,31533,1142,672,Medium,17751,20111,679390,74,0.37,9428,19,Female
721,35,49670,64607,130608,3,Single,23484,19798,42677,49897,322,Low,17795,717,165728,99,0.27,812,64,Female
722,27,179379,31996,196568,3,Married,60408,5789,35408,65485,583,High,9034,21860,942243,53,0.13,8597,31,Male
723,23,264159,93697,69557,2,Married,79544,9690,42987,88071,412,Medium,17737,10480,958865,60,0.45,3123,95,Female
724,59,218159,56022,77752,3,Single,54018,43854,47058,67266,672,High,18722,11866,674276,97,0.29,9229,83,Male
725,23,214152,50148,53534,1,Single,18148,39336,45372,63202,496,High,17712,23197,991584,55,0.47,8721,73,Male
726,44,99335,77764,109303,5,Single,3830,46221,20038,61466,463,Low,10685,49870,377504,42,0.25,7281,5,Male
727,22,86985,101901,164002,4,Single,68494,41620,47351,86305,730,Low,9155,40504,961348,73,0.32,9393,40,Male
728,51,150744,100724,128295,4,Single,25998,19831,43974,4123,309,Medium,12021,24119,969809,35,0.45,6948,32,Male
729,22,271713,134766,120287,2,Single,67076,26073,15223,68766,697,Medium,2486,31398,606472,48,0.28,8310,73,Male
730,46,191349,18888,12288,4,Married,30677,10264,31254,18898,451,High,8607,15889,132137,67,0.35,1898,24,Female
731,48,51551,108941,114570,1,Single,29101,16049,31722,41067,490,Low,18121,18709,154590,35,0.2,5449,23,Male
732,51,109813,27333,100547,1,Single,7053,11628,24208,45946,576,Low,6367,27117,505030,84,0.2,4843,94,Male
733,38,196284,46355,86122,2,Married,5670,2142,25554,74504,792,High,4888,35203,273790,76,0.32,2293,92,Male
734,40,29637,139686,197590,4,Married,10281,14843,25165,62429,542,Low,14482,19202,606414,82,0.35,6460,11,Female
735,24,149553,113170,37400,3,Married,83658,29236,32940,7992,787,Medium,7892,47036,880749,66,0.36,4948,36,Female
736,37,46950,85675,127609,3,Married,53341,48943,24512,55173,575,High,5843,16919,841347,79,0.41,2115,49,Male
737,47,147870,77664,137639,5,Married,68069,42565,14464,10125,489,Low,7291,40514,544173,82,0.47,9055,8,Female
738,41,20215,96153,52878,2,Single,10756,46255,6979,22430,606,High,3668,31866,136934,17,0.2,4067,92,Male
739,40,293667,103616,53850,5,Single,65075,21123,33273,74165,595,Low,5238,10526,661575,43,0.35,8247,66,Male
740,25,43834,45285,137166,3,Married,54421,26007,11612,9226,533,Low,5166,37940,500119,97,0.28,3971,3,Female
741,20,63066,56996,147207,3,Married,60108,14825,31763,17220,640,Low,15240,43452,193351,78,0.14,6800,53,Male
742,24,292544,56947,84044,3,Married,65323,10142,11022,4702,492,Medium,1637,42681,403067,19,0.28,6195,84,Female
743,31,30345,61030,50113,5,Married,90610,28498,43849,641,663,High,3641,36638,690884,93,0.42,2684,5,Female
744,45,53896,52443,63791,2,Single,84338,33226,14768,35942,557,Medium,13177,16312,598294,31,0.13,7081,65,Male
745,53,287727,138344,14684,1,Married,92858,40348,33055,83728,810,Medium,12138,19531,875626,21,0.34,9632,36,Male
746,33,91537,75464,97783,1,Married,17048,27524,12832,55405,530,High,9962,33673,900534,38,0.26,1809,83,Female
747,45,260489,138019,76727,3,Single,52606,49489,22639,3875,313,High,6802,2131,231265,40,0.36,7118,44,Male
748,46,94807,145024,88378,2,Single,9876,15298,5299,41602,313,Low,8638,29585,24206,15,0.43,5564,96,Male
749,28,149648,130454,63552,2,Single,58075,12135,24426,74430,509,Low,15990,11115,434226,16,0.32,60,13,Male
750,45,164401,134444,144118,4,Married,15171,7380,35654,65322,339,High,4710,42807,349306,88,0.22,3407,83,Female
751,41,252117,122175,9934,4,Married,42204,26589,22664,68384,333,Low,17441,39715,409137,22,0.14,8579,42,Female
752,49,268780,52460,195628,5,Single,5166,32466,18028,16077,533,Low,17465,41266,119214,72,0.22,4766,65,Male
753,36,233286,10015,182878,4,Married,75902,36788,30437,3612,589,High,6989,36284,718674,33,0.25,4895,6,Female
754,45,57052,59757,6354,5,Married,85794,24920,9589,72598,732,Medium,7507,44690,782104,93,0.36,663,54,Female
755,55,66032,91541,109777,1,Single,43734,5643,13133,58192,617,High,18892,20816,682534,28,0.26,6458,36,Female
756,20,118802,31292,100352,3,Single,78519,16729,44400,88240,707,High,6165,5991,565571,92,0.26,9819,75,Female
757,27,254337,132694,58046,2,Single,91251,41284,20459,66998,379,Medium,15804,32124,249773,97,0.22,1226,15,Female
758,54,192857,57046,116098,1,Married,96621,6610,24168,55114,475,Low,4706,32650,120647,78,0.25,2247,16,Male
759,34,216753,24817,70064,1,Single,64441,18522,12398,39579,584,Medium,5114,8708,765916,31,0.21,2752,94,Male
760,41,240934,19759,62184,5,Married,45078,20773,28092,28405,617,Medium,3317,16484,731510,69,0.39,2945,70,Male
761,33,246599,16412,139035,3,Married,27778,11804,17377,77510,709,High,5672,6060,362252,31,0.49,8176,89,Female
762,45,133221,30504,32424,5,Married,76926,7816,14303,98814,441,Low,15323,34915,138917,26,0.39,2683,0,Female
763,47,146457,118500,139114,1,Single,20924,27473,30632,34924,546,Low,12103,46511,61987,56,0.13,6259,1,Male
764,42,298720,18507,12139,2,Single,45832,11932,47055,2919,476,Medium,15750,11021,869796,16,0.35,2002,94,Female
765,33,139875,31050,16226,4,Single,66243,49410,40068,87111,643,High,14976,10100,539561,26,0.38,7133,83,Male
766,43,51601,145892,110234,5,Married,25048,17494,29353,72168,563,Medium,18654,27,78199,85,0.41,1524,32,Male
767,21,124186,148907,88652,1,Single,32815,23709,20265,74460,467,Low,4814,3336,141420,71,0.41,3710,12,Male
768,45,185707,110153,174180,4,Single,34682,30189,41759,63768,324,Low,15351,18746,394994,72,0.3,2456,64,Female
769,33,289609,23587,75647,4,Married,17489,30905,21897,43910,826,High,5715,4133,166378,16,0.2,8756,50,Female
770,26,76754,67732,73617,1,Married,59234,6487,41999,34005,827,High,7646,20060,958075,38,0.15,9608,32,Male
771,22,249047,61921,165887,3,Single,57701,17204,48636,83400,609,Medium,16754,11416,634078,81,0.1,8435,2,Male
772,42,112850,127734,143874,1,Single,16951,5988,44320,10657,327,High,11091,35143,816146,13,0.1,3867,59,Male
773,37,236191,140104,178302,2,Married,50018,27364,13312,18394,669,Medium,19615,47,338468,25,0.47,4004,82,Male
774,57,58871,147912,199444,4,Married,11452,38403,47461,72433,683,High,9632,39826,660696,89,0.34,6047,43,Female
775,54,213946,41440,190092,2,Married,28635,21048,24231,38397,593,Medium,17964,11905,179812,95,0.33,2122,95,Female
776,34,269200,45183,153537,5,Single,98283,7093,38885,23874,778,Low,1375,8197,779968,84,0.25,9720,4,Male
777,44,221239,106172,144066,4,Single,99332,37372,48951,29873,336,Low,6577,38301,780520,68,0.42,369,46,Male
778,56,254453,143461,8531,3,Married,27933,17947,47583,84655,846,Low,4801,8961,255526,50,0.19,2173,42,Female
779,47,52574,124515,145415,1,Single,34581,30735,45629,23670,671,Low,16447,7602,464872,69,0.4,9367,46,Female
780,29,122072,133183,195138,5,Single,38281,29196,40006,10951,401,Low,7489,1362,431513,84,0.25,6743,5,Male
781,58,224603,76299,142301,2,Single,21187,22727,44368,64069,654,Low,1728,49968,485929,78,0.38,5599,59,Male
782,36,176258,125503,99311,5,Married,22953,42167,19031,55352,764,High,11629,12020,546303,67,0.38,1621,35,Male
783,58,173885,49023,87124,3,Single,33818,24884,7433,15768,779,High,5275,7,335037,85,0.23,4288,36,Female
784,41,229884,49941,180861,1,Married,24702,34607,30378,66113,515,High,3423,4872,874292,49,0.47,354,76,Female
785,45,236597,131677,49069,5,Single,6278,7675,28393,24463,626,Medium,19760,18916,893890,98,0.3,8249,75,Female
786,44,129779,86054,145596,2,Married,44566,44312,12166,78905,546,High,11160,33096,886065,67,0.2,5323,5,Male
787,36,38557,75363,126907,5,Married,59722,40769,42141,30836,387,High,7633,46479,670568,70,0.37,7671,29,Male
788,32,179132,71742,93074,1,Single,18036,9575,45914,11688,633,Medium,3247,21259,961988,54,0.4,3373,91,Female
789,39,251977,55215,113345,5,Single,24583,35074,6471,17202,499,Medium,12048,32472,626794,86,0.48,7512,9,Female
790,44,157152,57857,199175,2,Married,70244,46998,14018,7188,682,Low,6574,13706,333468,57,0.13,3355,27,Male
791,23,164926,65476,144175,1,Married,9476,25756,34616,53326,727,High,6993,18769,243073,99,0.32,5584,5,Female
792,29,218767,69768,194653,3,Single,70854,10664,35771,14135,634,High,2912,2466,615953,20,0.3,2255,72,Female
793,22,178097,113591,59203,3,Married,94805,15114,22812,34657,749,Medium,10886,5329,180283,65,0.22,7903,23,Male
794,37,204054,56229,151162,4,Married,38627,21524,20029,558,515,Low,5531,32106,743795,32,0.41,9018,51,Female
795,55,61081,121706,20915,5,Single,45441,11159,9306,52085,554,High,2737,49252,724109,86,0.18,7660,81,Male
796,41,250693,72583,46477,2,Single,24754,13299,18177,26195,828,Medium,6697,2461,65653,42,0.23,8963,67,Male
797,53,175063,136011,193059,5,Single,64751,28032,8781,14443,804,Medium,1045,322,301735,61,0.41,5755,44,Male
798,27,283445,40104,189310,1,Single,19979,41397,31601,64286,737,High,8019,24216,744639,37,0.29,680,86,Male
799,59,179682,47594,121740,4,Married,70446,455,23701,97550,769,Medium,6891,4846,852253,13,0.15,571,26,Male
800,38,101463,13664,127217,2,Single,61161,42529,11688,23215,305,Medium,2941,44036,95772,60,0.46,1341,67,Male
801,56,185750,20528,151101,5,Single,36022,42578,22390,5949,518,High,12657,22139,714396,19,0.39,2579,12,Male
802,25,46081,138404,94067,2,Single,63257,44572,39405,40411,812,Low,18345,33374,476141,61,0.33,4230,74,Female
803,45,44354,42899,58520,1,Single,4453,34280,30420,49221,812,High,18328,25092,662105,81,0.34,350,74,Male
804,53,113297,80979,75053,4,Married,51575,4738,42879,68438,488,Low,10470,42068,333369,18,0.35,5750,18,Male
805,25,84384,27241,56464,2,Married,57260,32266,28833,62521,546,Medium,4919,4335,562165,27,0.3,2691,32,Female
806,56,141684,56211,158033,1,Single,86717,16775,17685,79298,727,High,7058,13360,675955,75,0.4,4295,77,Female
807,52,55525,73472,162907,3,Single,88901,35389,37492,20724,849,High,15981,30745,826407,91,0.39,6386,12,Female
808,41,26464,41346,163797,2,Single,91862,15718,24671,76844,662,Low,13440,49990,437512,49,0.1,3320,6,Male
809,40,36562,91196,30357,4,Single,40705,6176,40629,90795,695,Medium,4838,33889,729208,75,0.14,7830,32,Female
810,25,75514,114451,137316,2,Married,55833,48263,13684,71431,435,High,12011,46491,43629,31,0.11,1880,31,Male
811,25,132564,112908,72952,2,Married,54029,9112,32574,22081,733,High,15575,36109,760171,89,0.17,5923,44,Male
812,23,52634,59167,53061,1,Married,4177,22103,10725,44732,617,Medium,16819,30993,866508,83,0.13,9204,55,Male
813,49,282204,46373,11490,5,Married,68965,38809,16849,90182,834,Low,3650,34027,289253,43,0.18,5616,71,Male
814,30,291413,77143,82219,5,Single,32952,27033,35793,87904,800,High,9431,23576,774814,57,0.32,5140,45,Female
815,49,214215,130623,131305,2,Married,70514,19984,36171,56867,648,Medium,4254,49796,146253,25,0.37,7230,97,Female
816,50,43065,120013,10839,4,Married,79309,31742,39253,91374,358,High,7402,10420,225374,58,0.47,4420,18,Male
817,43,285039,12016,29992,4,Single,51084,37978,37651,56899,439,High,9691,596,675214,72,0.4,1753,99,Male
818,28,163424,79110,118154,1,Married,71710,4508,11581,2155,503,High,13061,6389,100897,49,0.11,7038,33,Male
819,22,124127,17274,181010,2,Married,21796,39210,10221,29903,457,Low,5392,32294,162545,65,0.29,1195,99,Female
820,50,116426,25748,61249,2,Married,50348,6216,30545,29393,629,Medium,14370,4536,202557,86,0.37,625,62,Male
821,59,212376,21826,180807,5,Single,77413,24269,21127,46509,495,High,8719,23153,891209,57,0.23,8636,69,Male
822,56,31962,93008,108313,1,Single,53333,260,10032,48234,730,High,12820,16851,506516,46,0.25,7358,53,Female
823,55,53302,139288,55734,3,Single,17722,6833,44194,83835,818,High,10621,9156,619110,21,0.42,8274,54,Female
824,43,24011,115623,183152,4,Single,88091,9527,41777,96783,771,Low,9718,42597,94517,88,0.12,153,49,Male
825,50,39782,149592,130626,4,Married,79098,46014,20095,30101,757,High,2808,31718,234712,41,0.32,8625,64,Female
826,25,218763,93106,29260,2,Married,72082,5944,26707,14213,344,Medium,10402,43773,209572,32,0.42,4512,44,Female
827,21,140654,64638,195679,1,Single,25258,22518,26827,4351,337,Low,9175,19192,381095,83,0.42,8067,29,Male
828,39,29196,79072,66852,3,Single,11706,23259,35620,40236,640,Medium,10240,25089,756243,81,0.15,7406,78,Female
829,47,63459,77309,33380,4,Single,28943,29860,11307,13241,601,High,16026,32979,992364,30,0.44,5949,72,Male
830,30,107245,134724,76257,1,Married,64324,31559,40896,88987,492,High,5668,15395,377030,84,0.13,4257,60,Female
831,23,98863,137843,177263,3,Married,22315,33102,42069,22179,431,Low,17300,31268,745464,21,0.47,8833,92,Male
832,34,270463,45326,9930,2,Single,10352,7669,11027,91659,767,High,10346,33537,98705,58,0.19,4394,58,Male
833,25,52769,15079,140425,5,Single,34497,35547,22330,47665,469,Medium,18059,23915,194731,56,0.15,2375,1,Male
834,49,276433,131412,143904,4,Single,75145,25379,8440,61242,564,Medium,12230,48218,274615,92,0.13,9648,29,Female
835,57,44700,97340,185626,4,Single,44974,23712,6545,4455,498,Medium,15839,46687,642777,71,0.24,8724,45,Male
836,21,266864,95211,59017,3,Single,98322,19191,36480,40459,582,High,11477,3258,884752,47,0.24,7819,67,Female
837,34,231428,52749,193370,5,Single,27228,13259,37797,60899,704,High,3239,16643,741929,35,0.31,7034,18,Male
838,30,251237,128192,187461,1,Single,8882,37958,47431,17597,846,Low,12370,34522,871366,49,0.39,7936,83,Male
839,27,287413,84534,161597,2,Single,16268,25516,35944,55591,779,Low,17812,43357,407707,25,0.3,3579,4,Female
840,45,134003,89233,85630,1,Married,70846,35931,33336,46209,503,Medium,19515,45,394260,28,0.49,3632,72,Male
841,24,159392,61818,36280,3,Single,24463,9094,41447,9052,770,Medium,11476,33644,87460,59,0.18,8928,83,Male
842,25,69589,121910,129130,4,Married,76789,11624,19764,35691,648,Low,15484,24538,779414,65,0.18,2026,56,Female
843,45,270606,23429,147312,4,Single,85940,23872,26531,17816,342,Low,4866,35685,431214,38,0.38,6316,62,Male
844,23,227348,67748,198923,1,Married,49314,32791,5125,65876,781,Medium,1850,34723,747311,47,0.23,2568,51,Male
845,38,55897,58807,11544,2,Single,9827,4652,42676,56533,676,Low,11851,2274,352895,70,0.17,3739,58,Male
846,39,209637,17140,194053,3,Single,76474,35516,33432,14206,377,High,14231,7735,778095,45,0.42,1441,59,Male
847,52,182002,73226,153404,2,Married,33062,25972,11642,31518,335,High,3144,1739,844233,94,0.19,2207,79,Female
848,39,208305,98815,162908,3,Single,90690,8095,46613,1198,682,Low,7550,22050,123885,19,0.4,9334,83,Female
849,31,233893,38525,19388,2,Married,7240,3357,37115,37064,473,Low,11764,15313,74803,56,0.18,960,19,Male
850,20,296524,30491,6694,1,Married,1585,12096,29525,48744,629,High,6342,13549,662800,96,0.48,9062,89,Female
851,45,227968,18078,132727,5,Married,52532,8095,46700,78566,354,High,9594,13412,607013,53,0.22,88,32,Male
852,33,90934,101654,93202,3,Single,10541,10680,45721,20577,578,Medium,4657,31510,504192,71,0.4,4787,11,Female
853,57,75830,139101,118057,1,Married,5427,40851,29866,48230,758,Low,10993,30432,619082,16,0.44,9807,20,Male
854,56,287673,26997,54294,4,Single,92283,28242,16183,30248,824,High,1183,16717,441248,78,0.15,2110,55,Male
855,30,272364,141940,43769,4,Married,88732,26333,36090,81046,754,Low,14182,1530,828254,28,0.13,107,22,Male
856,55,253294,107356,175492,2,Single,81156,13169,15769,4934,791,High,16745,555,839467,42,0.34,8004,19,Male
857,32,102987,123711,118289,4,Married,9033,24539,15931,24927,373,High,2516,26624,11351,33,0.35,9911,86,Male
858,22,69178,31246,107885,5,Married,31070,39837,23077,25877,754,Low,5156,25306,927150,32,0.35,3734,48,Male
859,52,158009,44512,42855,3,Single,49104,21722,43655,77367,454,Medium,6085,20417,789060,95,0.28,9811,46,Female
860,25,59886,67865,137532,2,Single,12199,18916,30895,19471,818,High,4693,17547,894121,62,0.47,5506,69,Male
861,29,69699,113393,52646,3,Single,12776,38105,7821,38841,674,Low,13433,6028,979609,30,0.38,3455,44,Female
862,24,96396,82144,177324,3,Single,22727,3773,36736,82375,605,High,13470,45978,650032,91,0.13,6464,75,Male
863,42,110678,127363,145907,1,Single,2931,48194,19754,5853,642,Low,13140,42259,403561,46,0.41,1005,34,Female
864,29,45279,60665,118947,4,Single,80379,29945,21218,36018,343,Low,13946,45679,57670,58,0.21,306,71,Female
865,21,130776,103542,15910,3,Single,56193,21045,49189,58501,847,High,3791,32498,220378,34,0.39,8399,26,Female
866,32,121444,111311,87757,5,Single,5699,2057,6395,257,740,Medium,1995,40453,711441,48,0.12,8931,79,Male
867,59,133793,24325,13463,5,Single,57789,17061,8961,92221,396,High,3856,6023,313189,39,0.41,3659,46,Male
868,21,230809,142825,149408,4,Married,86760,13138,40382,95708,464,High,8073,23828,882270,52,0.32,9110,31,Female
869,39,191616,78811,31534,4,Married,27321,35742,28254,29671,402,Medium,10084,36454,147777,87,0.39,2948,28,Male
870,20,262262,126737,138441,2,Married,61032,24860,22928,4730,735,Medium,7179,7016,655093,63,0.3,2689,70,Female
871,56,28997,10824,161453,2,Married,7636,15903,42993,11305,680,Low,19386,36267,411963,41,0.42,2050,79,Male
872,28,126102,127718,117296,2,Single,67396,29042,17093,50548,746,Low,1170,40585,331883,58,0.48,646,52,Female
873,36,60860,76617,90094,4,Married,14989,39212,19702,32116,306,Medium,1738,9546,247588,11,0.4,6489,92,Female
874,28,285369,21517,92905,3,Married,51086,18224,31356,88979,393,Medium,15933,27904,194478,56,0.4,1483,55,Male
875,30,130114,113068,30407,1,Married,36062,1878,12986,22839,743,High,18701,38793,743148,32,0.19,2481,88,Female
876,34,133218,125016,67552,2,Single,79337,39057,31726,10818,778,Medium,2287,40344,511484,15,0.24,955,42,Male
877,43,127041,19982,172011,1,Single,62125,9802,17660,6202,793,High,7081,6607,412188,94,0.15,5056,99,Female
878,57,212150,80210,97303,5,Married,30398,28538,12034,38946,336,High,13435,26706,175073,99,0.31,704,3,Female
879,54,96290,79852,162242,4,Married,70283,48763,47405,17031,832,High,5036,40521,367166,50,0.28,8699,63,Male
880,49,76633,123618,76908,5,Married,70774,23603,18580,13298,397,Medium,5536,23406,673294,51,0.22,2100,90,Male
881,50,141118,19695,129506,2,Single,2834,48531,47928,99915,320,Medium,11461,36877,721133,62,0.13,5640,86,Male
882,24,194673,58582,27369,3,Married,48203,15037,22480,94700,531,High,9849,36035,107528,81,0.47,4494,22,Female
883,33,23114,41094,180616,2,Married,45676,11690,6204,94698,767,Medium,6334,47783,10575,48,0.34,5227,59,Male
884,30,69768,32187,10900,1,Single,26230,10323,47880,65311,653,Low,9767,42195,355649,19,0.23,5681,29,Female
885,28,103123,128013,45733,2,Married,72652,3314,29331,59612,371,Low,9491,14542,944128,91,0.24,6867,42,Female
886,53,128255,138721,92236,3,Married,68464,46185,8583,30842,651,High,2892,5254,589944,59,0.26,8260,87,Male
887,31,186405,116683,136661,3,Married,93715,34146,21256,60098,351,Medium,6481,4203,994312,84,0.42,2523,47,Male
888,54,23174,11214,65044,4,Married,22134,14356,49099,95333,521,Low,17607,38658,381240,17,0.18,1638,79,Female
889,54,137769,33940,193998,4,Married,99976,11269,12539,96026,624,High,7720,43738,82103,10,0.44,3941,6,Female
890,20,155393,54406,90553,3,Married,8190,43974,49379,21366,759,Low,8654,12452,142995,81,0.22,8207,86,Male
891,59,247043,68414,93435,3,Married,89364,5340,39806,93496,466,High,4648,27484,906477,78,0.45,5198,30,Male
892,41,262580,111440,54008,1,Married,4350,44852,27310,24057,582,High,14685,22681,45944,10,0.46,7912,18,Male
893,48,206493,113569,71794,2,Single,34055,42675,13223,6080,800,High,6227,20826,739073,76,0.38,9958,51,Male
894,27,92635,70481,84134,4,Married,43686,33220,15160,78317,666,Low,15758,17432,504576,36,0.46,3369,67,Male
895,30,161385,37740,138938,1,Married,81572,41301,24358,31942,335,High,6511,18343,375803,70,0.4,6553,5,Female
896,56,262878,73328,57890,2,Married,28700,392,36339,17016,827,High,11050,26154,502230,57,0.16,3741,82,Female
897,33,237070,21881,120259,4,Single,72146,5471,16522,24232,554,Low,19681,41309,529205,32,0.48,1234,59,Female
898,49,296274,46996,177576,1,Married,29420,8137,41336,60928,499,High,8393,40659,517138,53,0.18,183,90,Female
899,54,170056,132196,189446,5,Single,25177,13997,32501,329,330,Low,12736,47841,996369,49,0.3,1943,92,Male
900,40,163933,47177,34404,5,Married,93386,19434,33014,60363,785,High,19446,42201,640279,20,0.25,39,11,Male
901,56,118970,76126,70223,4,Single,39651,41930,49082,30595,558,Medium,15676,20314,651390,20,0.24,8894,37,Male
902,24,102203,66531,5637,1,Single,76706,30278,13298,5446,552,Medium,2464,47416,122163,40,0.41,6596,12,Female
903,38,212319,36119,108186,2,Single,54339,10397,5201,77781,793,Low,13837,9067,72917,69,0.22,9530,27,Female
904,33,220173,127744,20828,2,Married,49282,31530,12956,66204,533,High,11276,11912,441619,64,0.32,3039,4,Male
905,45,172049,126894,189616,1,Married,41070,48364,12385,46094,406,Low,4705,14101,570364,33,0.23,6204,45,Male
906,23,237726,143780,106976,5,Single,92683,4794,11007,98066,635,High,15095,15941,212874,71,0.46,9907,45,Female
907,44,92902,54989,50097,1,Married,60703,23794,39562,14822,352,Low,7912,26117,992584,28,0.16,8011,80,Female
908,44,112172,32106,118271,5,Single,25406,16549,6408,16825,341,Medium,1435,14591,988878,49,0.17,2083,26,Male
909,37,166702,27131,37022,5,Married,58009,41214,5916,52077,559,Low,11532,28281,625339,26,0.14,9443,25,Male
910,59,40056,56553,37202,2,Married,1066,41261,12778,4020,668,Medium,5396,11730,217103,59,0.4,8734,61,Female
911,27,158454,16553,33704,4,Single,70506,6363,47644,22061,509,Medium,17013,9011,617100,21,0.16,7904,67,Male
912,58,75739,27881,96411,3,Single,52940,44063,11346,24849,765,Medium,19081,36677,629172,24,0.31,5242,71,Male
913,59,68639,11379,134688,1,Married,50469,8079,40934,53865,341,Low,14650,44976,409605,48,0.41,2310,89,Male
914,33,283136,100791,28641,5,Single,23350,12032,45112,25602,652,Low,8122,41168,383256,22,0.15,2265,96,Female
915,51,92394,115664,42479,1,Single,94771,43516,21448,94460,558,Medium,13203,1884,229182,28,0.47,5465,11,Female
916,57,202447,79306,27027,4,Married,4114,1505,41418,91669,636,Low,10238,4502,315054,82,0.21,8467,76,Female
917,52,170644,114512,47912,4,Single,93690,9448,19715,35894,694,High,16184,28564,92174,66,0.42,5024,84,Female
918,42,24136,26350,113227,3,Married,49199,13240,44166,35701,404,Medium,2418,7497,294197,69,0.42,5604,51,Female
